"","Canada",,,,,,,,,,,,,,,,,,,,"Quebec",,,,,,,,,,,,,,,,,,,,"Ontario",,,,,,,,,,,,,,,,,,,,"British Columbia",,,,,,,,,,,,,,,,,,,
"","Labour force 4",,,,"Employment 5",,,,"Full-time employment 6",,,,"Part-time employment 7",,,,"Unemployment rate 8",,,,"Labour force 4",,,,"Employment 5",,,,"Full-time employment 6",,,,"Part-time employment 7",,,,"Unemployment rate 8",,,,"Labour force 4",,,,"Employment 5",,,,"Full-time employment 6",,,,"Part-time employment 7",,,,"Unemployment rate 8",,,,"Labour force 4",,,,"Employment 5",,,,"Full-time employment 6",,,,"Part-time employment 7",,,,"Unemployment rate 8",,,
"","Total, all industries 9",,,,"Total, all industries 9",,,,"Total, all industries 9",,,,"Total, all industries 9",,,,"Total, all industries 9",,,,"Total, all industries 9",,,,"Total, all industries 9",,,,"Total, all industries 9",,,,"Total, all industries 9",,,,"Total, all industries 9",,,,"Total, all industries 9",,,,"Total, all industries 9",,,,"Total, all industries 9",,,,"Total, all industries 9",,,,"Total, all industries 9",,,,"Total, all industries 9",,,,"Total, all industries 9",,,,"Total, all industries 9",,,,"Total, all industries 9",,,,"Total, all industries 9",,,
"","Both sexes",,,,"Both sexes",,,,"Both sexes",,,,"Both sexes",,,,"Both sexes",,,,"Both sexes",,,,"Both sexes",,,,"Both sexes",,,,"Both sexes",,,,"Both sexes",,,,"Both sexes",,,,"Both sexes",,,,"Both sexes",,,,"Both sexes",,,,"Both sexes",,,,"Both sexes",,,,"Both sexes",,,,"Both sexes",,,,"Both sexes",,,,"Both sexes",,,
"Reference period","15 years and over (x 1,000)","15 to 24 years (x 1,000)","25 to 54 years (x 1,000)","55 years and over (x 1,000)","15 years and over (x 1,000)","15 to 24 years (x 1,000)","25 to 54 years (x 1,000)","55 years and over (x 1,000)","15 years and over (x 1,000)","15 to 24 years (x 1,000)","25 to 54 years (x 1,000)","55 years and over (x 1,000)","15 years and over (x 1,000)","15 to 24 years (x 1,000)","25 to 54 years (x 1,000)","55 years and over (x 1,000)","15 years and over","15 to 24 years","25 to 54 years","55 years and over","15 years and over (x 1,000)","15 to 24 years (x 1,000)","25 to 54 years (x 1,000)","55 years and over (x 1,000)","15 years and over (x 1,000)","15 to 24 years (x 1,000)","25 to 54 years (x 1,000)","55 years and over (x 1,000)","15 years and over (x 1,000)","15 to 24 years (x 1,000)","25 to 54 years (x 1,000)","55 years and over (x 1,000)","15 years and over (x 1,000)","15 to 24 years (x 1,000)","25 to 54 years (x 1,000)","55 years and over (x 1,000)","15 years and over","15 to 24 years","25 to 54 years","55 years and over","15 years and over (x 1,000)","15 to 24 years (x 1,000)","25 to 54 years (x 1,000)","55 years and over (x 1,000)","15 years and over (x 1,000)","15 to 24 years (x 1,000)","25 to 54 years (x 1,000)","55 years and over (x 1,000)","15 years and over (x 1,000)","15 to 24 years (x 1,000)","25 to 54 years (x 1,000)","55 years and over (x 1,000)","15 years and over (x 1,000)","15 to 24 years (x 1,000)","25 to 54 years (x 1,000)","55 years and over (x 1,000)","15 years and over","15 to 24 years","25 to 54 years","55 years and over","15 years and over (x 1,000)","15 to 24 years (x 1,000)","25 to 54 years (x 1,000)","55 years and over (x 1,000)","15 years and over (x 1,000)","15 to 24 years (x 1,000)","25 to 54 years (x 1,000)","55 years and over (x 1,000)","15 years and over (x 1,000)","15 to 24 years (x 1,000)","25 to 54 years (x 1,000)","55 years and over (x 1,000)","15 years and over (x 1,000)","15 to 24 years (x 1,000)","25 to 54 years (x 1,000)","55 years and over (x 1,000)","15 years and over","15 to 24 years","25 to 54 years","55 years and over"
"","Persons",,,,,,,,,,,,,,,,"Percentage",,,,"Persons",,,,,,,,,,,,,,,,"Percentage",,,,"Persons",,,,,,,,,,,,,,,,"Percentage",,,,"Persons",,,,,,,,,,,,,,,,"Percentage",,,
"2013","18,932.6","2,873.9","12,531.4","3,527.3","17,585.1","2,487.0","11,785.6","3,312.5","14,240.9","1,294.5","10,374.7","2,571.7","3,344.2","1,192.5","1,410.9","740.8","7.1","13.5","6.0","6.1","4,360.0","666.8","2,902.2","791.0","4,026.4","581.7","2,714.4","730.3","3,250.2","278.5","2,403.8","567.9","776.2","303.2","310.6","162.4","7.7","12.7","6.5","7.7","7,325.1","1,105.6","4,871.0","1,348.5","6,768.1","930.2","4,564.2","1,273.6","5,449.1","442.6","4,015.4","991.1","1,318.9","487.6","548.8","282.5","7.6","15.9","6.3","5.6","2,453.7","358.4","1,620.7","474.5","2,291.0","311.7","1,531.0","448.3","1,801.8","165.8","1,301.7","334.3","489.2","145.9","229.3","114.0","6.6","13.0","5.5","5.5"
"2014","18,997.5","2,867.6","12,484.2","3,645.7","17,677.2","2,489.7","11,756.2","3,431.2","14,277.4","1,275.8","10,350.2","2,651.4","3,399.8","1,214.0","1,406.1","779.8","6.9","13.2","5.8","5.9","4,343.3","658.1","2,865.3","819.8","4,005.0","573.0","2,671.5","760.5","3,201.0","261.9","2,368.3","570.9","803.9","311.1","303.2","189.6","7.8","12.9","6.8","7.2","7,345.3","1,112.5","4,818.3","1,414.5","6,809.1","943.4","4,528.3","1,337.4","5,486.6","450.7","3,994.6","1,041.3","1,322.5","492.7","533.7","296.1","7.3","15.2","6.0","5.5","2,482.8","363.1","1,637.9","481.8","2,331.6","321.9","1,553.1","456.6","1,829.5","168.4","1,316.2","344.9","502.1","153.5","236.9","111.7","6.1","11.3","5.2","5.2"
"2015","19,120.7","2,840.0","12,512.7","3,768.0","17,794.0","2,473.8","11,775.3","3,544.9","14,440.5","1,282.2","10,377.7","2,780.6","3,353.5","1,191.6","1,397.7","764.2","6.9","12.9","5.9","5.9","4,368.7","651.4","2,870.9","846.5","4,034.6","569.3","2,681.3","784.0","3,237.7","260.5","2,366.6","610.7","796.9","308.9","314.7","173.3","7.6","12.6","6.6","7.4","7,343.0","1,091.4","4,801.2","1,450.4","6,845.4","935.2","4,532.0","1,378.2","5,557.4","461.8","4,007.3","1,088.3","1,288.0","473.5","524.6","289.8","6.8","14.3","5.6","5.0","2,527.2","361.0","1,658.5","507.7","2,371.0","319.7","1,572.2","479.1","1,882.9","170.9","1,345.8","366.2","488.0","148.8","226.3","112.9","6.2","11.4","5.2","5.6"
"2016","19,270.3","2,794.8","12,539.0","3,936.5","17,911.6","2,435.8","11,781.4","3,694.4","14,473.6","1,252.6","10,364.7","2,856.3","3,438.0","1,183.1","1,416.8","838.1","7.1","12.8","6.0","6.2","4,370.0","633.6","2,867.3","869.1","4,056.7","555.5","2,690.1","811.0","3,275.3","256.2","2,388.4","630.7","781.4","299.3","301.7","180.3","7.2","12.3","6.2","6.7","7,408.9","1,077.3","4,814.1","1,517.5","6,921.4","929.3","4,550.4","1,441.8","5,610.5","466.6","4,024.1","1,119.8","1,310.9","462.6","526.2","322.0","6.6","13.7","5.5","5.0","2,612.1","366.4","1,682.5","563.2","2,453.5","329.3","1,591.4","532.9","1,928.5","170.9","1,357.2","400.4","525.0","158.4","234.2","132.5","6.1","10.1","5.4","5.4"
"2017","19,530.3","2,829.8","12,634.6","4,065.8","18,281.1","2,506.1","11,942.4","3,832.6","14,772.1","1,272.5","10,527.7","2,971.9","3,509.0","1,233.6","1,414.7","860.6","6.4","11.4","5.5","5.7","4,428.3","623.2","2,895.8","909.4","4,158.6","561.0","2,740.4","857.2","3,349.9","255.5","2,430.0","664.5","808.7","305.6","310.4","192.7","6.1","10.0","5.4","5.7","7,506.5","1,106.2","4,836.8","1,563.5","7,052.5","971.7","4,588.7","1,492.1","5,713.2","487.4","4,056.1","1,169.7","1,339.3","484.3","532.6","322.4","6.0","12.2","5.1","4.6","2,693.5","391.9","1,721.2","580.4","2,554.4","358.3","1,644.7","551.5","2,010.0","185.6","1,414.1","410.3","544.4","172.7","230.5","141.2","5.2","8.6","4.5","5.0"
"2018","19,732.0","2,851.0","12,713.3","4,167.7","18,568.0","2,541.2","12,078.2","3,948.7","15,086.9","1,326.3","10,682.4","3,078.2","3,481.1","1,214.8","1,395.8","870.4","5.9","10.9","5.0","5.3","4,467.2","623.2","2,901.3","942.7","4,221.7","564.9","2,765.6","891.3","3,431.2","267.1","2,467.6","696.5","790.5","297.8","298.0","194.8","5.5","9.4","4.7","5.5","7,608.9","1,126.7","4,882.5","1,599.7","7,173.3","994.1","4,648.4","1,530.8","5,845.7","511.7","4,127.9","1,206.0","1,327.6","482.4","520.5","324.8","5.7","11.8","4.8","4.3","2,718.9","392.8","1,734.2","591.9","2,589.9","362.2","1,662.1","565.6","2,040.9","191.7","1,427.2","422.0","548.9","170.4","235.0","143.6","4.7","7.8","4.2","4.5"
"2019","20,139.7","2,910.0","12,897.4","4,332.4","18,985.6","2,590.7","12,283.5","4,111.4","15,377.4","1,324.4","10,876.5","3,176.5","3,608.2","1,266.3","1,407.0","934.9","5.7","11.0","4.8","5.1","4,541.2","642.1","2,927.1","972.0","4,308.1","587.3","2,799.3","921.4","3,488.9","265.7","2,510.7","712.5","819.2","321.6","288.6","209.0","5.1","8.5","4.4","5.2","7,816.3","1,152.3","4,985.6","1,678.4","7,376.9","1,014.5","4,754.8","1,607.7","6,000.3","513.7","4,232.2","1,254.4","1,376.6","500.7","522.6","353.2","5.6","12.0","4.6","4.2","2,798.1","400.0","1,776.2","622.0","2,666.4","363.5","1,707.2","595.8","2,088.9","189.3","1,458.6","441.0","577.5","174.2","248.6","154.7","4.7","9.1","3.9","4.2"
"2020","19,896.6","2,775.5","12,807.8","4,313.3","17,999.2","2,218.1","11,809.6","3,971.5","14,753.1","1,153.1","10,495.9","3,104.2","3,246.1","1,065.0","1,313.7","867.3","9.5","20.1","7.8","7.9","4,497.8","625.7","2,910.5","961.6","4,099.6","518.1","2,699.3","882.2","3,387.4","241.4","2,448.9","697.1","712.3","276.7","250.4","185.2","8.9","17.2","7.3","8.3","7,766.0","1,099.7","4,962.4","1,704.0","7,021.6","857.6","4,579.6","1,584.4","5,797.4","460.0","4,088.7","1,248.7","1,224.3","397.6","491.0","335.7","9.6","22.0","7.7","7.0","2,735.3","366.3","1,752.3","616.8","2,491.1","298.3","1,620.8","571.9","1,965.7","149.6","1,397.0","419.1","525.4","148.7","223.8","152.8","8.9","18.6","7.5","7.3"

Symbol legend:

Footnotes:
1,"To ensure respondent confidentiality, estimates below a certain threshold are suppressed. For Canada, Quebec, Ontario, Alberta and British Columbia suppression is applied to all data below 1,500. The threshold level for Newfoundland and Labrador, Nova Scotia, New Brunswick, Manitoba and Saskatchewan is 500, while in Prince Edward Island, estimates under 200 are supressed. For census metropolitan areas (CMAs) and economic regions (ERs), use their respective provincial suppression levels mentioned above. Estimates are based on smaller sample sizes the more detailed the table becomes, which could result in lower data quality."
2,Excluding the territories.
3,"Industry refers to the general nature of the business carried out by the employer for whom the respondent works (main job only). If the individual did not have a job during the reference week, the data relate to the previous job, if that job was held in the past year. Those unemployed persons who have never worked before and those persons who last worked more than 1 year ago make up the ""unclassified"" category in this table. In January 1999, the industry classification switched from Standard Industrial Classification (SIC 1980) to North American Industrial Classification System (NAICS), which was quite different. For this reason, detailed historical data based on NAICS is provided going back to January 1987. In addition, data from 1976 to 1986 is provided at a less detailed level than the more recent data. Historical data have been created by imputation. From 1976 to 1986, estimates are based on 2002 NAICS. From 1987 onwards, industry estimates are based on the 2017 North American Industry Classification System (NAICS)."
4,"Number of civilian, non-institutionalized persons 15 years of age and over who, during the reference week, were employed or unemployed. Estimates in thousands, rounded to the nearest hundred."
5,"Number of persons who, during the reference week, worked for pay or profit, or performed unpaid family work or had a job but were not at work due to own illness or disability, personal or family responsibilities, labour dispute, vacation, or other reason. Those persons on layoff and persons without work but who had a job to start at a definite date in the future are not considered employed. Estimates in thousands, rounded to the nearest hundred."
6,"Full-time employment consists of persons who usually work 30 hours or more per week at their main or only job. Estimates in thousands, rounded to the nearest hundred."
7,"Part-time employment consists of persons who usually work less than 30 hours per week at their main or only job. Estimates in thousands, rounded to the nearest hundred."
8,"The unemployment rate is the number of unemployed persons expressed as a percentage of the labour force. The unemployment rate for a particular group (age, sex, marital status, etc.) is the number unemployed in that group expressed as a percentage of the labour force for that group. Estimates are percentages, rounded to the nearest tenth."
9,This combines the North American Industry Classification System (NAICS) codes 11 to 91.

"How to cite: Statistics Canada. Table 14-10-0023-01 Labour force characteristics by industry, annual"
https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410002301
DOI: https://doi.org/10.25318/1410002301-eng
